X;Y;Z;Tempo
0.0953925;0.9586346;1.88844;11:13:30
0.1629121;0.9562698;2.157248;11:13:31
0.1272758;0.9511535;2.197164;11:13:32
0.1399394;0.9499879;2.248705;11:13:33
0.1111245;0.9693531;2.199968;11:13:34
0.3204839;0.9582809;2.28105;11:13:35
0.7150856;0.918837;2.894047;11:13:36
1.345551;0.9316551;3.543159;11:13:37
1.624615;0.9286388;3.965916;11:13:38
1.756288;0.9335861;4.101472;11:13:39
1.614559;0.9256657;3.890019;11:13:40
1.295573;0.9131014;3.440116;11:13:41
1.028254;0.921589;2.755192;11:13:42
0.8516998;0.9267744;2.06201;11:13:43
0.4284538;0.9578657;1.492398;11:13:44
0.2748086;0.9589296;1.287148;11:13:45
0.2494843;0.9573253;1.228064;11:13:46
0.1438696;0.9372998;1.364077;11:13:47
-0.09875271;0.9328389;1.468952;11:13:48
0.3905855;0.9591464;1.69147;11:13:49
0.639097;0.9523638;2.338484;11:13:50
1.115187;0.9257454;3.178384;11:13:51
1.566842;0.9082465;4.061712;11:13:52
1.692528;0.9092529;4.80303;11:13:53
1.741248;0.9199083;5.079436;11:13:54
1.746733;0.9073786;4.701956;11:13:55
1.522888;0.8869108;4.156482;11:13:56
1.272938;0.9180482;3.421481;11:13:57
1.030865;0.9127581;2.712139;11:13:58
0.9290898;0.9272886;2.1566;11:13:59
0.6550293;0.9446331;1.632015;11:14:00
0.2021278;0.9593041;1.237157;11:14:01
0.08340496;0.957844;1.138686;11:14:02
0.06036511;0.9538104;1.054137;11:14:03
-0.1207131;0.935655;1.127463;11:14:04
0.07745227;0.9497728;1.141116;11:14:05
0.306547;0.9511013;1.61274;11:14:06
0.1621526;0.9339423;2.081381;11:14:07
-0.0208585;0.9534262;2.466321;11:14:08
0.4564967;0.9367965;2.786162;11:14:09
1.140259;0.9262716;3.427328;11:14:10
1.563902;0.9183499;4.07024;11:14:11
1.479043;0.9156785;4.711948;11:14:12
1.117098;0.9006839;5.155852;11:14:13
0.5487812;0.9239736;5.394594;11:14:14
0.4986812;0.9199426;5.441155;11:14:15
0.5057503;0.9174846;5.492283;11:14:16
0.7156066;0.9098117;5.424685;11:14:17
0.9071201;0.9108583;5.332986;11:14:18
0.7279167;0.9239976;5.414809;11:14:19
0.6304492;0.9285585;5.402938;11:14:20
0.6699245;0.9237049;5.344183;11:14:21
0.5131296;0.9259348;5.411862;11:14:22
0.6778779;0.90942;5.331308;11:14:23
0.9743173;0.8939441;5.204718;11:14:24
1.277229;0.8958232;4.917747;11:14:25
1.45699;0.9035078;4.423502;11:14:26
1.437127;0.9076331;3.777635;11:14:27
1.25652;0.9078261;3.115321;11:14:28
1.035591;0.9285141;2.412357;11:14:29
0.9251288;0.9127542;1.842508;11:14:30
0.7394682;0.9564233;1.431022;11:14:31
0.4422419;0.9636455;1.225303;11:14:32
0.3739328;0.9576318;1.253099;11:14:33
0.1253413;0.9380225;1.388154;11:14:34
0.1615242;0.9354051;1.416705;11:14:35
0.1831025;0.9400711;1.37697;11:14:36
0.2523835;0.9476088;1.121285;11:14:37
0.2503179;0.9548833;1.043384;11:14:38
0.1287528;0.9651056;1.18478;11:14:39
0.1012901;0.9582307;1.18525;11:14:40
0.07692257;0.9652702;1.206375;11:14:41
0.0985823;0.9721345;1.20733;11:14:42
0.1086838;0.9799715;1.061193;11:14:43
0.04971072;0.9665586;0.9083283;11:14:44
0.04384047;0.9616778;0.8851736;11:14:45
0.1131742;0.9549139;1.038782;11:14:46
0.07793942;0.9491208;1.068797;11:14:47
0.1385362;0.967562;1.060876;11:14:48
0.07078516;0.9221936;1.237742;11:14:49
0.001878023;0.8973165;1.202629;11:14:50
0.03683597;0.9323187;1.178457;11:14:51
0.01981863;0.9167284;1.173334;11:14:52
-0.003138512;0.9132341;1.183031;11:14:53
0.04917839;0.9458494;1.221675;11:14:54
0.01645365;0.9521166;1.198336;11:14:55
0.01686889;0.9411197;1.225336;11:14:56
-0.01243475;0.9470518;1.210895;11:14:57
-0.04733127;0.935215;1.22208;11:14:58
0.0009714663;0.9315559;1.236539;11:14:59
0.07375449;0.9323846;1.219697;11:15:00
-0.02029973;0.9186947;1.324133;11:15:01
0.1692531;0.9333133;1.304468;11:15:02
0.1908678;0.9297267;1.283299;11:15:03
0.1984915;0.9235179;1.30167;11:15:04
0.202754;0.9286953;1.309989;11:15:05
0.1424594;0.9295156;1.298151;11:15:06
0.2667131;0.9603136;1.35288;11:15:07
0.2263632;0.9633265;1.435788;11:15:08
0.3232621;0.9652057;1.423;11:15:09
0.5346583;0.9693488;1.215269;11:15:10
0.6531661;0.9363886;1.345438;11:15:11
0.9105549;0.9809644;1.437066;11:15:12
0.8696668;0.9600788;1.52431;11:15:13
0.7764699;0.9447795;1.806226;11:15:15
0.6772234;0.9455245;2.107192;11:15:16
0.6881945;0.947129;2.222;11:15:17
0.6929443;0.9420756;2.244078;11:15:18
0.7388434;0.9575902;2.130186;11:15:19
0.7334273;0.9505556;2.111426;11:15:20
0.4161898;0.9459751;1.93479;11:15:21
0.1411352;0.9570515;1.62443;11:15:22
0.004830271;0.9589446;1.560331;11:15:23
0.2631925;0.952333;1.635878;11:15:24
0.5122482;0.945171;1.971411;11:15:25
0.8410367;0.9394752;2.079196;11:15:26
0.9797012;0.9524986;2.181719;11:15:27
1.143082;0.9561971;2.188333;11:15:28
1.16597;0.9535969;2.364285;11:15:29
0.9053042;0.938818;2.630261;11:15:30
0.7939938;0.9427711;2.841496;11:15:31
0.7866433;0.9349325;2.878801;11:15:32
0.7981502;0.9380406;2.874656;11:15:33
0.8297391;0.9660687;2.998209;11:15:34
0.7484237;0.9408461;3.01562;11:15:35
0.8259822;0.9319537;3.039199;11:15:36
0.7644222;0.9204164;3.112076;11:15:37
0.7089151;0.9143013;3.124059;11:15:38
0.7438842;0.9192063;3.037548;11:15:39
0.7665359;0.9245349;2.883256;11:15:40
0.776262;0.9155993;3.052525;11:15:41
0.4948844;0.9066159;3.114758;11:15:42
0.4816958;0.9108271;3.146413;11:15:43
0.5561477;0.9071201;2.901167;11:15:44
0.4122784;0.9169903;2.562377;11:15:45
0.4340291;0.9169419;2.528202;11:15:46
0.4064458;0.9279636;2.533412;11:15:47
0.05022079;0.9122313;2.219558;11:15:48
-0.01909071;0.904654;2.008682;11:15:49
0.04426268;0.913792;2.03218;11:15:50
0.04932073;0.9130533;2.031528;11:15:51
-0.07940757;0.9352537;1.894471;11:15:52
-0.2679261;0.9546168;1.665586;11:15:53
-0.2680495;0.9416819;1.673681;11:15:54
-0.2057796;0.9192815;1.670441;11:15:55
-0.1740039;0.9330329;1.727056;11:15:56
-0.1575219;0.9240377;1.938884;11:15:57
0.09459901;0.9216825;2.267865;11:15:58
0.5711483;0.9312671;2.312435;11:15:59
0.9047695;0.9081365;2.658742;11:16:00
1.212217;0.9244096;2.967714;11:16:01
1.438473;0.9549817;3.208457;11:16:02
1.49684;0.9500461;3.133332;11:16:03
1.532579;0.9195665;3.156602;11:16:04
1.527786;0.9387918;3.215624;11:16:05
1.387523;0.942916;3.098807;11:16:06
0.8577418;0.9125016;3.250573;11:16:07
0.2172129;0.8941589;3.216365;11:16:08
-0.2582167;0.8951802;3.161549;11:16:09
-0.5265391;0.8985465;3.32485;11:16:10
-0.7606471;0.9036089;3.268477;11:16:11
-0.6611692;0.902351;3.406396;11:16:12
-0.8935651;0.8935985;3.645986;11:16:13
